Cruise	Station	Type	Year	Month	Day	Hour	Minute	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth [m]	QV:ODV:Bot Depth [m]	Secchi Depth [m]:METAVAR:FLOAT	QV:ODV:Secchi Depth [m]	Depth [m]	QV:ODV:Depth [m]	Pressure [dbar]	QV:ODV:Pressure [dbar]	Temperature [degC]	QV:ODV:Temperature [degC]	Practical Salinity [dmnless]	QV:ODV:Practical Salinity [dmnless]	Dissolved Oxygen [ml/l]	QV:ODV:Dissolved Oxygen [ml/l]	Phosphate Phosphorus (PO4-P) [umol/l]	QV:ODV:Phosphate Phosphorus (PO4-P) [umol/l]	Total Phosphorus (P) [umol/l]	QV:ODV:Total Phosphorus (P) [umol/l]	Silicate Silicon (SiO4-Si) [umol/l]	QV:ODV:Silicate Silicon (SiO4-Si) [umol/l]	Nitrate Nitrogen (NO3-N) [umol/l]	QV:ODV:Nitrate Nitrogen (NO3-N) [umol/l]	Ammonium Nitrogen (NH4-N) [umol/l]	QV:ODV:Ammonium Nitrogen (NH4-N) [umol/l]	Total Nitrogen (N) [umol/l]	QV:ODV:Total Nitrogen (N) [umol/l]	Hydrogen Sulphide (H2S-S) [umol/l]	QV:ODV:Hydrogen Sulphide (H2S-S) [umol/l]	Hydrogen Ion Concentration (pH) [pH]	QV:ODV:Hydrogen Ion Concentration (pH) [pH]	Alkalinity [mEq/l]	QV:ODV:Alkalinity [mEq/l]	Chlorophyll a [ug/l]	QV:ODV:Chlorophyll a [ug/l]
26vi	6550	*	1983	9	1			9.1458	56.8333		1	2.6	0	9.6	0		1	17.7	0	26	0	5.32	0	1.94	0	2.97	0	3.6	0	1.6	0	0.1	0	35.0	0		1	8.3	0		1	4	0
26vi	6641	*	1983	9	22			9.1458	56.8333		1	5.0	0	0.2	0		1	13.6	0	26.3	0	6.37	0	1.81	0	2.55	0	3.6	0	1.1	0	0.3	0	34.3	0		1	8.5	0		1	8	0
26vi	6641	*	1983	9	22			9.1458	56.8333		1	5.0	0	6	0		1	13.7	0	26.3	0	6.23	0		1		1		1		1		1		1		1		1		1		1
26vi	6641	*	1983	9	22			9.1458	56.8333		1	5.0	0	8.6	0		1	13.7	0	27	0	5.95	0		1		1		1		1		1		1		1		1		1		1
26vi	6641	*	1983	9	22			9.1458	56.8333		1	5.0	0	9.6	0		1	13.7	0	28.2	0	5.53	0	1.94	0	3.55	0	3.6	0	1.0	0	1.0	0	32.8	0		1	8.4	0		1	3	0
26vi	6776	*	1983	10	27			9.1458	56.8333		1	5.0	0	0.2	0		1	9.3	0	27.4	0	6.86	0	1.42	0	1.97	0	14.2	0	5.1	0	4.4	0	40.0	0		1	8	0		1	4	0
26vi	6776	*	1983	10	27			9.1458	56.8333		1	5.0	0	10	0		1	9.4	0	27.7	0	6.79	0	1.36	0	1.94	0	14.2	0	4.9	0	4.3	0	43.6	0		1	8	0		1	2	0
26vi	6852	*	1983	11	21			9.1458	56.8333		1	2.5	0	0.2	0		1	6.2	0	26.8	0	7.14	0	2.13	0	3.23	0	24.9	0	18.6	0	5.1	0	60.0	0		1	7.7	0		1	9	0
26vi	6852	*	1983	11	21			9.1458	56.8333		1	2.5	0	11	0		1	6.2	0	27.2	0	7.14	0	1.26	0	2.20	0	24.9	0	21.4	0	5.5	0	61.4	0		1	7.7	0		1	5	0
26vi	6932	*	1983	12	14			9.1458	56.8333		1		1	0.2	0		1		1		1		1	1.42	0	2.23	0		1	22.1	0	8.6	0	59.3	0		1		1		1		1
26vi	6977	*	1984	2	3	7	50	9.1458	56.8333		1	5.0	0	0.2	0		1	-0.6	0	24.9	0	8.54	0	1.13	0	1.45	0	42.7	0	55.0	0	5.5	0	85.7	0		1	7.7	0		1	1	0
26vi	6977	*	1984	2	3	7	50	9.1458	56.8333		1	5.0	0	9	0		1	-0.8	0	25.6	0	8.54	0	1.32	0	1.74	0	39.2	0	50.0	0	5.7	0	85.7	0		1	7.7	0		1	2	0
26vi	7056	*	1984	2	23	8	45	9.1458	56.8333		1	4.0	0	0.2	0		1	-0.8	0	24.5	0	8.82	0	0.77	0	1.23	0	35.6	0	62.1	0	3.2	0	85.7	0		1	7.6	0		1	11	0
26vi	7056	*	1984	2	23	8	45	9.1458	56.8333		1	4.0	0	2	0		1		1		1		1		1		1		1		1		1		1		1		1		1	10	0
26vi	7056	*	1984	2	23	8	45	9.1458	56.8333		1	4.0	0	9	0		1	-0.8	0	24.6	0	8.96	0	0.74	0	1.13	0	32.0	0	59.3	0	3.2	0	100.0	0		1	7.6	0		1	8	0
26vi	7120	*	1984	3	15	12	0	9.1458	56.8333		1	2.5	0	0.2	0		1	0.4	0	23.5	0	9.66	0	0.61	0	0.94	0	3.6	0	47.1	0	0.9	0	114.2	0		1	8.3	0		1	25	0
26vi	7120	*	1984	3	15	12	0	9.1458	56.8333		1	2.5	0	1.2	0		1		1		1		1		1		1		1		1		1		1		1		1		1	26	0
26vi	7120	*	1984	3	15	12	0	9.1458	56.8333		1	2.5	0	5	0		1		1		1		1		1		1		1		1		1		1		1		1		1	25	0
26vi	7120	*	1984	3	15	12	0	9.1458	56.8333		1	2.5	0	9.6	0		1	0.6	0	24	0	9.24	0		1	0.94	0	3.6	0	43.6	0	1.3	0	78.5	0		1	8.3	0		1		1
26vi	7176	*	1984	3	29	8	15	9.1458	56.8333		1	4.0	0	0.2	0		1	1	0	22.5	0	8.75	0	0.39	0	0.39	0	7.1	0	45.7	0	2.6	0	78.5	0		1	8.3	0		1	4	0
26vi	7176	*	1984	3	29	8	15	9.1458	56.8333		1	4.0	0	2	0		1		1		1		1		1		1		1		1		1		1		1		1		1	4	0
26vi	7176	*	1984	3	29	8	15	9.1458	56.8333		1	4.0	0	8	0		1		1		1		1		1		1		1		1		1		1		1		1		1	2	0
26vi	7176	*	1984	3	29	8	15	9.1458	56.8333		1	4.0	0	10	0		1	0.8	0	23	0	8.75	0	0.19	0	0.39	0	10.7	0	48.5	0	2.5	0	85.7	0		1	8.3	0		1		1
26vi	7285	*	1984	4	27	7	30	9.1458	56.8333		1	5.0	0	0.2	0		1	9	0	22.2	0	7.98	0	0.10	0		1	7.1	0	43.6	0	0.1	0	62.8	0		1	8.8	0		1	3	0
26vi	7285	*	1984	4	27	7	30	9.1458	56.8333		1	5.0	0	2.6	0		1		1		1		1		1		1		1		1		1		1		1		1		1	2	0
26vi	7285	*	1984	4	27	7	30	9.1458	56.8333		1	5.0	0	7.8	0		1	9.3	0	22.4	0	7.77	0		1		1		1		1		1		1		1		1		1		1
26vi	7285	*	1984	4	27	7	30	9.1458	56.8333		1	5.0	0	9.8	0		1	7.8	0	24.5	0	5.95	0	0.19	0	0.55	0	7.1	0	34.3	0	1.1	0	59.3	0		1	8.9	0		1	5	0
26vi	7396	*	1984	5	17	7	30	9.1458	56.8333		1	4.8	0	0.2	0		1	13.7	0	22.4	0	9.10	0	0.97	0		1	3.6	0	29.3	0	1.4	0	59.3	0		1	9.2	0		1	5	0
26vi	7396	*	1984	5	17	7	30	9.1458	56.8333		1	4.8	0	2.4	0		1		1		1		1		1		1		1		1		1		1		1		1		1	6	0
26vi	7396	*	1984	5	17	7	30	9.1458	56.8333		1	4.8	0	6.6	0		1	13	0	22.7	0	8.82	0		1		1		1		1		1		1		1		1		1		1
26vi	7396	*	1984	5	17	7	30	9.1458	56.8333		1	4.8	0	9.6	0		1	12.2	0	23.5	0	6.86	0	1.19	0	1.19	0	7.1	0	24.3	0	3.0	0	63.5	0		1	8.7	0		1	12	0
26vi	7486	*	1984	6	8	6	45	9.1458	56.8333		1	2.8	0	0.2	0		1	16.9	0	22.8	0	6.58	0	0.65	0	1.03	0	10.7	0	1.4	0	1.0	0	48.5	0		1	8	0		1	16	0
26vi	7486	*	1984	6	8	6	45	9.1458	56.8333		1	2.8	0	1.4	0		1		1		1		1		1		1		1		1		1		1		1		1		1	16	0
26vi	7486	*	1984	6	8	6	45	9.1458	56.8333		1	2.8	0	5.6	0		1		1		1		1		1		1		1		1		1		1		1		1		1	14	0
26vi	7486	*	1984	6	8	6	45	9.1458	56.8333		1	2.8	0	9.6	0		1	16.1	0	23	0	2.45	0	0.26	0	1.19	0	7.1	0	1.4	0	1.2	0	57.8	0		1	8	0		1		1
26vi	7507	*	1984	6	13	12	40	9.1458	56.8333		1	3.2	0	0.2	0		1	17.9	0	22.6	0	6.58	0		1		1		1		1		1		1		1		1		1		1
26vi	7507	*	1984	6	13	12	40	9.1458	56.8333		1	3.2	0	7	0		1	17.2	0	23.1	0	6.37	0		1		1		1		1		1		1		1		1		1		1
26vi	7507	*	1984	6	13	12	40	9.1458	56.8333		1	3.2	0	10	0		1	15.2	0	26.9	0	3.92	0		1		1		1		1		1		1		1		1		1		1
26vi	7569	*	1984	6	28	9	10	9.1458	56.8333		1	3.1	0	0.2	0		1	14.4	0	22.6	0	6.58	0	0.52	0	1.49	0	3.6	0	0.7	0	4.1	0	30.7	0		1	7.9	0		1	8	0
26vi	7569	*	1984	6	28	9	10	9.1458	56.8333		1	3.1	0	1.6	0		1		1		1		1		1		1		1		1		1		1		1		1		1	9	0
26vi	7569	*	1984	6	28	9	10	9.1458	56.8333		1	3.1	0	6.2	0		1		1		1		1		1		1		1		1		1		1		1		1		1	12	0
26vi	7569	*	1984	6	28	9	10	9.1458	56.8333		1	3.1	0	9.8	0		1	14.4	0	22.9	0	6.3	0	0.55	0	1.55	0	3.6	0	0.7	0	3.5	0	29.3	0		1	7.9	0		1		1
26vi	7656	*	1984	7	19	7	50	9.1458	56.8333		1	3.1	0	0.2	0		1	18.3	0	23.2	0	6.79	0	0.87	0	1.71	0	10.7	0	3.6	0	0.3	0	121.4	0		1	9	0		1	7	0
26vi	7656	*	1984	7	19	7	50	9.1458	56.8333		1	3.1	0	1.6	0		1		1		1		1		1		1		1		1		1		1		1		1		1	7	0
26vi	7656	*	1984	7	19	7	50	9.1458	56.8333		1	3.1	0	5.6	0		1	18.6	0	23.4	0	6.51	0		1		1		1		1		1		1		1		1		1		1
26vi	7656	*	1984	7	19	7	50	9.1458	56.8333		1	3.1	0	6	0		1		1		1		1		1		1		1		1		1		1		1		1		1	8	0
26vi	7656	*	1984	7	19	7	50	9.1458	56.8333		1	3.1	0	9.6	0		1	15.2	0	26.5	0	1.54	0	1.71	0	2.45	0	21.4	0	2.5	0	1.1	0		1		1	8.7	0		1		1
26vi	7682	*	1984	7	25	13	15	9.1458	56.8333		1	3.0	0	0.2	0		1	17.3	0	24.4	0	5.81	0		1		1		1		1		1		1		1		1		1		1
26vi	7682	*	1984	7	25	13	15	9.1458	56.8333		1	3.0	0	10	0		1	17.2	0	24.4	0	5.53	0		1		1		1		1		1		1		1		1		1		1
26vi	7727	*	1984	7	31	8	30	9.1458	56.8333		1	3.5	0	0.2	0		1	17.4	0	24.2	0	5.18	0		1		1		1		1		1		1		1		1		1		1
26vi	7727	*	1984	7	31	8	30	9.1458	56.8333		1	3.5	0	9	0		1	16.8	0	26.1	0	4.41	0		1		1		1		1		1		1		1		1		1		1
26vi	7727	*	1984	7	31	8	30	9.1458	56.8333		1	3.5	0	9.6	0		1	16.8	0	28	0	4.13	0		1		1		1		1		1		1		1		1		1		1
26vi	7806	*	1984	8	9	7	40	9.1458	56.8333		1	3.0	0	0.2	0		1	17.8	0	24.6	0	6.65	0	0.55	0	2.42	0	3.6	0	1.4	0	0.8	0	35.0	0		1	9.1	0		1	8	0
26vi	7806	*	1984	8	9	7	40	9.1458	56.8333		1	3.0	0	1.6	0		1		1		1		1		1		1		1		1		1		1		1		1		1	8	0
26vi	7806	*	1984	8	9	7	40	9.1458	56.8333		1	3.0	0	5.2	0		1	17.6	0	25.8	0	4.2	0		1		1		1		1		1		1		1		1		1		1
26vi	7806	*	1984	8	9	7	40	9.1458	56.8333		1	3.0	0	6	0		1		1		1		1		1		1		1		1		1		1		1		1		1	16	0
26vi	7806	*	1984	8	9	7	40	9.1458	56.8333		1	3.0	0	9.6	0		1	16.9	0	28.3	0	1.82	0	2.87	0	3.55	0	32.0	0	4.6	0	11.4	0	47.8	0		1	8.5	0		1		1
26vi	7828	*	1984	8	14	13	50	9.1458	56.8333		1	3.5	0	0.2	0		1	18.6	0	25.5	0	5.6	0		1		1		1		1		1		1		1		1		1		1
26vi	7828	*	1984	8	14	13	50	9.1458	56.8333		1	3.5	0	9	0		1	18.2	0	25.8	0	4.69	0		1		1		1		1		1		1		1		1		1		1
26vi	7828	*	1984	8	14	13	50	9.1458	56.8333		1	3.5	0	10.1	0		1	17.2	0	28	0	1.33	0		1		1		1		1		1		1		1		1		1		1
26vi	7863	*	1984	8	22	7	50	9.1458	56.8333		1	3.5	0	0.2	0		1	18.8	0	23.5	0	8.54	0		1		1		1		1		1		1		1		1		1		1
26vi	7863	*	1984	8	22	7	50	9.1458	56.8333		1	3.5	0	8.2	0		1	18.3	0	26.2	0	5.32	0		1		1		1		1		1		1		1		1		1		1
26vi	7863	*	1984	8	22	7	50	9.1458	56.8333		1	3.5	0	9.6	0		1	17.6	0	27.4	0	2.1	0		1		1		1		1		1		1		1		1		1		1
26vi	7909	*	1984	8	28	15	15	9.1458	56.8333		1	4.0	0	0.2	0		1	18.2	0	26	0	5.6	0		1		1		1		1		1		1		1		1		1		1
26vi	7909	*	1984	8	28	15	15	9.1458	56.8333		1	4.0	0	8	0		1	17.9	0	26	0	5.32	0		1		1		1		1		1		1		1		1		1		1
26vi	7909	*	1984	8	28	15	15	9.1458	56.8333		1	4.0	0	9	0		1	17.9	0	28	0	0.35	0		1		1		1		1		1		1		1		1		1		1
26vi	7977	*	1984	9	6	7	15	9.1458	56.8333		1	6.0	0	0.2	0		1	15	0	25.6	0	5.74	0	3.07	0	3.55	0	3.6	0	1.8	0	3.3	0	41.4	0		1	8.9	0		1		1
26vi	7977	*	1984	9	6	7	15	9.1458	56.8333		1	6.0	0	0.8	0		1		1		1		1		1		1		1		1		1		1		1		1		1	2	0
26vi	7977	*	1984	9	6	7	15	9.1458	56.8333		1	6.0	0	2.2	0		1		1		1		1		1		1		1		1		1		1		1		1		1	2	0
26vi	7977	*	1984	9	6	7	15	9.1458	56.8333		1	6.0	0	6	0		1	15.8	0	26.1	0	5.25	0		1		1		1		1		1		1		1		1		1		1
26vi	7977	*	1984	9	6	7	15	9.1458	56.8333		1	6.0	0	9.6	0		1	16.2	0	29.1	0	4.55	0	2.62	0	3.10	0	3.6	0	1.6	0	4.5	0	42.8	0		1	8.8	0		1	2	0
26vi	8000	*	1984	9	11	12	50	9.1458	56.8333		1	3.0	0	0.2	0		1	14.8	0	26	0	7.28	0		1		1		1		1		1		1		1		1		1		1
26vi	8000	*	1984	9	11	12	50	9.1458	56.8333		1	3.0	0	8.6	0		1	14.8	0	25.9	0	7	0		1		1		1		1		1		1		1		1		1		1
26vi	8000	*	1984	9	11	12	50	9.1458	56.8333		1	3.0	0	9.6	0		1	15.6	0	28.6	0	3.5	0		1		1		1		1		1		1		1		1		1		1
26vi	8109	*	1984	10	3	11	0	9.1458	56.8333		1	5.0	0	0.2	0		1	12.2	0	25.8	0	7.28	0	2.39	0	3.55	0	3.6	0	0.7	0	0.7	0	40.7	0		1	8.1	0		1		1
26vi	8109	*	1984	10	3	11	0	9.1458	56.8333		1	5.0	0	0.5	0		1		1		1		1		1		1		1		1		1		1		1		1		1	16	0
26vi	8109	*	1984	10	3	11	0	9.1458	56.8333		1	5.0	0	2.2	0		1		1		1		1		1		1		1		1		1		1		1		1		1	15	0
26vi	8109	*	1984	10	3	11	0	9.1458	56.8333		1	5.0	0	5	0		1	12.3	0	25.9	0	7	0		1		1		1		1		1		1		1		1		1		1
26vi	8109	*	1984	10	3	11	0	9.1458	56.8333		1	5.0	0	9	0		1	12.8	0	27.4	0	1.96	0	2.49	0	3.16	0	3.6	0	0.7	0	0.7	0	35.7	0		1	8	0		1	7	0
26vi	8337	*	1984	12	12	14	15	9.1458	56.8333		1	4.3	0	0	0		1		1		1		1	2.10	0	2.52	0	28.5	0	29.3	0	12.1	0	71.4	0		1	7.9	0		1	2	0
26vi	8337	*	1984	12	12	14	15	9.1458	56.8333		1	4.3	0	0.2	0		1	5	0	25.1	0	7.42	0		1		1		1		1		1		1		1		1		1		1
26vi	7629	*	1984	7	13	13	25	9.0167	56.8783		1	3.8	0	0.2	0		1	17.6	0	25.1	0	6.65	0		1		1		1		1		1		1		1		1		1		1
26vi	7629	*	1984	7	13	13	25	9.0167	56.8783		1	3.8	0	7	0		1	17.5	0	25.6	0	6.3	0		1		1		1		1		1		1		1		1		1		1
26vi	7629	*	1984	7	13	13	25	9.0167	56.8783		1	3.8	0	8.6	0		1	17.3	0	25.9	0	6.02	0		1		1		1		1		1		1		1		1		1		1
26vi	7683	*	1984	7	25	14	5	9.0167	56.8783		1	3.0	0	0.2	0		1	17.6	0	25.1	0	6.23	0		1		1		1		1		1		1		1		1		1		1
26vi	7683	*	1984	7	25	14	5	9.0167	56.8783		1	3.0	0	7	0		1	17.3	0	26.8	0	5.6	0		1		1		1		1		1		1		1		1		1		1
26vi	7683	*	1984	7	25	14	5	9.0167	56.8783		1	3.0	0	9.6	0		1	17.4	0	27.6	0	3.43	0		1		1		1		1		1		1		1		1		1		1
26vi	7725	*	1984	7	30	17	45	9.0167	56.8783		1	3.8	0	0.2	0		1	17.6	0	24.8	0	6.02	0		1		1		1		1		1		1		1		1		1		1
26vi	7725	*	1984	7	30	17	45	9.0167	56.8783		1	3.8	0	7.8	0		1	16.8	0	27.4	0	5.32	0		1		1		1		1		1		1		1		1		1		1
26vi	7825	*	1984	8	14	12	0	9.0167	56.8783		1	4.0	0	0.2	0		1	18.4	0	26	0	5.39	0		1		1		1		1		1		1		1		1		1		1
26vi	7825	*	1984	8	14	12	0	9.0167	56.8783		1	4.0	0	7.5	0		1	18.4	0	26	0	4.83	0		1		1		1		1		1		1		1		1		1		1
26vi	7825	*	1984	8	14	12	0	9.0167	56.8783		1	4.0	0	8	0		1	18.1	0	26.5	0	2.8	0		1		1		1		1		1		1		1		1		1		1
26vi	7861	*	1984	8	21	19	15	9.0167	56.8783		1	5.0	0	0.2	0		1	19.2	0	26.2	0	6.58	0		1		1		1		1		1		1		1		1		1		1
26vi	7861	*	1984	8	21	19	15	9.0167	56.8783		1	5.0	0	6.1	0		1	18.4	0	26.5	0	6.09	0		1		1		1		1		1		1		1		1		1		1
26vi	7861	*	1984	8	21	19	15	9.0167	56.8783		1	5.0	0	8.1	0		1	17.9	0	28.3	0	2.59	0		1		1		1		1		1		1		1		1		1		1
26vi	7910	*	1984	8	28	15	55	9.0167	56.8783		1	4.8	0	0.2	0		1	18.5	0	26	0	5.67	0		1		1		1		1		1		1		1		1		1		1
26vi	7910	*	1984	8	28	15	55	9.0167	56.8783		1	4.8	0	7.4	0		1	18.5	0	26.1	0	5.18	0		1		1		1		1		1		1		1		1		1		1
26vi	7910	*	1984	8	28	15	55	9.0167	56.8783		1	4.8	0	8	0		1	18.3	0	27.5	0	3.5	0		1		1		1		1		1		1		1		1		1		1
26vi	8001	*	1984	9	11	13	30	9.0167	56.8783		1	4.0	0	0.2	0		1	14.8	0	27.3	0	7.63	0		1		1		1		1		1		1		1		1		1		1
26vi	8001	*	1984	9	11	13	30	9.0167	56.8783		1	4.0	0	7.6	0		1	14.8	0	27.2	0	7.42	0		1		1		1		1		1		1		1		1		1		1
26vi	8001	*	1984	9	11	13	30	9.0167	56.8783		1	4.0	0	8.6	0		1	15.6	0	28.9	0	3.43	0		1		1		1		1		1		1		1		1		1		1
26vi	7630	*	1984	7	13	14	10	9.1300	56.9167		1	3.5	0	0.2	0		1	18	0	23.4	0	6.37	0		1		1		1		1		1		1		1		1		1		1
26vi	7630	*	1984	7	13	14	10	9.1300	56.9167		1	3.5	0	6	0		1	17.7	0	23.4	0	5.81	0		1		1		1		1		1		1		1		1		1		1
26vi	7630	*	1984	7	13	14	10	9.1300	56.9167		1	3.5	0	7.2	0		1	15.8	0	25.5	0	3.29	0		1		1		1		1		1		1		1		1		1		1
26vi	7684	*	1984	7	25	14	50	9.1300	56.9167		1	3.0	0	0.2	0		1	17.6	0	24.7	0	6.09	0		1		1		1		1		1		1		1		1		1		1
26vi	7684	*	1984	7	25	14	50	9.1300	56.9167		1	3.0	0	7	0		1	17.6	0	24.9	0	6.09	0		1		1		1		1		1		1		1		1		1		1
26vi	7726	*	1984	7	30	18	30	9.1300	56.9167		1	4.0	0	0.2	0		1	17.4	0	25.3	0	6.02	0		1		1		1		1		1		1		1		1		1		1
26vi	7726	*	1984	7	30	18	30	9.1300	56.9167		1	4.0	0	6.8	0		1	16.8	0	25.5	0	5.18	0		1		1		1		1		1		1		1		1		1		1
26vi	7829	*	1984	8	14	15	15	9.1300	56.9167		1	4.0	0	0.2	0		1	18.6	0	26	0	5.46	0		1		1		1		1		1		1		1		1		1		1
26vi	7829	*	1984	8	14	15	15	9.1300	56.9167		1	4.0	0	7	0		1	18.6	0	26.2	0	5.18	0		1		1		1		1		1		1		1		1		1		1
26vi	7862	*	1984	8	21	19	50	9.1300	56.9167		1	4.3	0	0.2	0		1	19.2	0	26.4	0	6.23	0		1		1		1		1		1		1		1		1		1		1
26vi	7862	*	1984	8	21	19	50	9.1300	56.9167		1	4.3	0	7.3	0		1	18.1	0	26.4	0	4.97	0		1		1		1		1		1		1		1		1		1		1
26vi	7911	*	1984	8	28	16	30	9.1300	56.9167		1	4.5	0	0.2	0		1	18.5	0	26.4	0	5.25	0		1		1		1		1		1		1		1		1		1		1
26vi	7911	*	1984	8	28	16	30	9.1300	56.9167		1	4.5	0	6.6	0		1	18.4	0	26.4	0	5.25	0		1		1		1		1		1		1		1		1		1		1
26vi	8002	*	1984	9	11	14	10	9.1300	56.9167		1	3.8	0	0.2	0		1	14.5	0	26	0	7.35	0		1		1		1		1		1		1		1		1		1		1
26vi	8002	*	1984	9	11	14	10	9.1300	56.9167		1	3.8	0	7.6	0		1	14.6	0	26	0	7	0		1		1		1		1		1		1		1		1		1		1
26vi	9091	*	1985	7	10	14	0	9.0692	56.8108		1	2.5	0	0.2	0		1	17.7	0	23	0	5.95	0		1		1		1		1		1		1		1		1		1		1
26vi	9091	*	1985	7	10	14	0	9.0692	56.8108		1	2.5	0	5.6	0		1	16.8	0	26	0	3.5	0		1		1		1		1		1		1		1		1		1		1
26vi	9091	*	1985	7	10	14	0	9.0692	56.8108		1	2.5	0	7.2	0		1	17.1	0	27.8	0	5.25	0		1		1		1		1		1		1		1		1		1		1
26vi	9183	*	1985	7	23	12	40	9.0692	56.8108		1	3.0	0	0.1	0		1	17.1	0	24.3	0	5.88	0		1		1		1		1		1		1		1		1		1		1
26vi	9183	*	1985	7	23	12	40	9.0692	56.8108		1	3.0	0	8.1	0		1	17.4	0	28.3	0	4.34	0		1		1		1		1		1		1		1		1		1		1
26vi	9241	*	1985	7	29	14	20	9.0692	56.8108		1	3.3	0	0.2	0		1	18	0	23.1	0	5.46	0		1		1		1		1		1		1		1		1		1		1
26vi	9241	*	1985	7	29	14	20	9.0692	56.8108		1	3.3	0	7.2	0		1	17.6	0	25.6	0	4.48	0		1		1		1		1		1		1		1		1		1		1
26vi	9384	*	1985	8	19	14	5	9.0692	56.8108		1	2.9	0	0.2	0		1	17.5	0	23	0	6.37	0		1		1		1		1		1		1		1		1		1		1
26vi	9384	*	1985	8	19	14	5	9.0692	56.8108		1	2.9	0	5.2	0		1	17.4	0	26.1	0	4.83	0		1		1		1		1		1		1		1		1		1		1
26vi	9384	*	1985	8	19	14	5	9.0692	56.8108		1	2.9	0	7.4	0		1	17.4	0	26.6	0	4.41	0		1		1		1		1		1		1		1		1		1		1
26vi	9441	*	1985	8	26	19	0	9.0692	56.8108		1	4.0	0	0.2	0		1	16	0	25.1	0	7	0		1		1		1		1		1		1		1		1		1		1
26vi	9441	*	1985	8	26	19	0	9.0692	56.8108		1	4.0	0	8.2	0		1	16	0	25.4	0	5.88	0		1		1		1		1		1		1		1		1		1		1
26vi	8528	*	1985	4	12	8	0	9.1458	56.8333		1	3.0	0	0.2	0		1	3.5	0	22	0	8.12	0	0.16	0	1.39	0	14.2	0	50.7	0	2.9	0	100.0	0		1	8.3	0		1		1
26vi	8528	*	1985	4	12	8	0	9.1458	56.8333		1	3.0	0	0.4	0		1		1		1		1		1		1		1		1		1		1		1		1		1	14	0
26vi	8528	*	1985	4	12	8	0	9.1458	56.8333		1	3.0	0	2	0		1		1		1		1		1		1		1		1		1		1		1		1		1	14	0
26vi	8528	*	1985	4	12	8	0	9.1458	56.8333		1	3.0	0	9	0		1	2.7	0	24.3	0	5.81	0	0.39	0	1.19	0	17.8	0	43.6	0		1		1		1	8.4	0		1	10	0
26vi	8623	*	1985	4	29	9	10	9.1458	56.8333		1	3.0	0	0.2	0		1	5.5	0	22.1	0	7.28	0	0.10	0		1	10.7	0	40.7	0	3.0	0	107.1	0		1	8.4	0		1	11	0
26vi	8623	*	1985	4	29	9	10	9.1458	56.8333		1	3.0	0	6	0		1	5.1	0	22.1	0	7.28	0		1		1		1		1		1		1		1		1		1	10	0
26vi	8623	*	1985	4	29	9	10	9.1458	56.8333		1	3.0	0	9.6	0		1	5.2	0	23.6	0	7.14	0	0.10	0	1.65	0	10.7	0	41.4	0	4.1	0	92.8	0		1	8.9	0		1	12	0
26vi	8773	*	1985	5	23	7	10	9.1458	56.8333		1	4.5	0	0.2	0		1	13.4	0	22	0	7.84	0	0.03	0	0.97	0	7.1	0	18.6	0	4.1	0	69.3	0		1	8.4	0		1		1
26vi	8773	*	1985	5	23	7	10	9.1458	56.8333		1	4.5	0	0.5	0		1		1		1		1		1		1		1		1		1		1		1		1		1	9	0
26vi	8773	*	1985	5	23	7	10	9.1458	56.8333		1	4.5	0	2.6	0		1		1		1		1		1		1		1		1		1		1		1		1		1	8	0
26vi	8773	*	1985	5	23	7	10	9.1458	56.8333		1	4.5	0	8	0		1	11.4	0	22.4	0	4.76	0		1		1		1		1		1		1		1		1		1		1
26vi	8773	*	1985	5	23	7	10	9.1458	56.8333		1	4.5	0	8.6	0		1	10	0	22.5	0		1	0.13	0	1.36	0	7.1	0	19.3	0	4.7	0	65.0	0		1	8.4	0		1	7	0
26vi	8807	*	1985	5	28	14	43	9.1458	56.8333		1	2.5	0	0.1	0		1	15	0	22.5	0	8.12	0		1		1		1		1		1		1		1		1		1		1
26vi	8807	*	1985	5	28	14	43	9.1458	56.8333		1	2.5	0	9.6	0		1	13.5	0	24.4	0	4.9	0		1		1		1		1		1		1		1		1		1		1
26vi	8927	*	1985	6	13	7	40	9.1458	56.8333		1	4.0	0	0.2	0		1	14.7	0	23.4	0	7.28	0	0.16	0	2.07	0	10.7	0	6.6	0	1.7	0	52.1	0		1	8.5	0		1		1
26vi	8927	*	1985	6	13	7	40	9.1458	56.8333		1	4.0	0	2	0		1		1		1		1		1		1		1		1		1		1		1		1		1	15	0
26vi	8927	*	1985	6	13	7	40	9.1458	56.8333		1	4.0	0	8	0		1		1		1		1		1		1		1		1		1		1		1		1		1	14	0
26vi	8927	*	1985	6	13	7	40	9.1458	56.8333		1	4.0	0	10	0		1	14.7	0	24.2	0	6.37	0	0.26	0	1.61	0	7.1	0	4.3	0	7.1	0	57.1	0		1	8.5	0		1	12	0
26vi	9059	*	1985	7	4	7	30	9.1458	56.8333		1	3.0	0	0.2	0		1	16.5	0	23.5	0	5.39	0	1.03	0	2.00	0	3.6	0	1.9	0	2.2	0	46.4	0		1	8.2	0		1		1
26vi	9059	*	1985	7	4	7	30	9.1458	56.8333		1	3.0	0	0.4	0		1		1		1		1		1		1		1		1		1		1		1		1		1	7	0
26vi	9059	*	1985	7	4	7	30	9.1458	56.8333		1	3.0	0	1.6	0		1		1		1		1		1		1		1		1		1		1		1		1		1	7	0
