Cruise	Station	Type	Year	Month	Day	Hour	Minute	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth [m]	QV:ODV:Bot Depth [m]	Secchi Depth [m]:METAVAR:FLOAT	QV:ODV:Secchi Depth [m]	Depth [m]	QV:ODV:Depth [m]	Temperature [degC]	QV:ODV:Temperature [degC]	Practical Salinity [dmnless]	QV:ODV:Practical Salinity [dmnless]	Dissolved Oxygen [ml/l]	QV:ODV:Dissolved Oxygen [ml/l]
26vi	1018	*	2018	7	4	10	18	9.0563	56.9023	8	0		1	6.6	0	19.96	0	25.725	0	6.16	0
26vi	1018	*	2018	7	4	10	18	9.0563	56.9023	8	0		1	6.8	0	19.95	0	25.702	0	6.16	0
26vi	1018	*	2018	7	4	10	18	9.0563	56.9023	8	0		1	7	0	19.93	0	25.714	0	6.09	0
26vi	1018	*	2018	7	4	10	18	9.0563	56.9023	8	0		1	7.2	0	19.881	0	25.722	0	6.02	0
26vi	1018	*	2018	7	4	10	18	9.0563	56.9023	8	0		1	7.4	0	19.861	0	25.741	0	5.95	0
26vi	1018	*	2018	7	4	10	18	9.0563	56.9023	8	0		1	7.6	0	19.812	0	25.815	0	5.95	0
26vi	1018	*	2018	7	4	10	18	9.0563	56.9023	8	0		1	7.8	0	18.796	0	27.199	0	4.90	0
26vi	1325	*	2018	7	4	13	25	9.1458	56.8333	10	0		1	0.8	0	21.154	0	24.327	0	7.28	0
26vi	1325	*	2018	7	4	13	25	9.1458	56.8333	10	0		1	1	0	21.164	0	24.335	0	7.35	0
26vi	1325	*	2018	7	4	13	25	9.1458	56.8333	10	0		1	1.2	0	21.154	0	24.333	0	7.35	0
26vi	1325	*	2018	7	4	13	25	9.1458	56.8333	10	0		1	1.4	0	21.144	0	24.332	0	7.35	0
26vi	1325	*	2018	7	4	13	25	9.1458	56.8333	10	0		1	1.6	0	21.134	0	24.352	0	7.35	0
26vi	1325	*	2018	7	4	13	25	9.1458	56.8333	10	0		1	1.8	0	21.144	0	24.339	0	7.35	0
26vi	1325	*	2018	7	4	13	25	9.1458	56.8333	10	0		1	2	0	21.144	0	24.346	0	7.35	0
26vi	1325	*	2018	7	4	13	25	9.1458	56.8333	10	0		1	2.2	0	21.124	0	24.343	0	7.42	0
26vi	1325	*	2018	7	4	13	25	9.1458	56.8333	10	0		1	2.4	0	21.114	0	24.334	0	7.42	0
26vi	1325	*	2018	7	4	13	25	9.1458	56.8333	10	0		1	2.6	0	21.055	0	24.36	0	7.42	0
26vi	1325	*	2018	7	4	13	25	9.1458	56.8333	10	0		1	2.8	0	21.035	0	24.35	0	7.42	0
26vi	1325	*	2018	7	4	13	25	9.1458	56.8333	10	0		1	3	0	21.006	0	24.367	0	7.42	0
26vi	1325	*	2018	7	4	13	25	9.1458	56.8333	10	0		1	3.2	0	20.927	0	24.412	0	7.42	0
26vi	1325	*	2018	7	4	13	25	9.1458	56.8333	10	0		1	3.4	0	20.838	0	24.434	0	7.42	0
26vi	1325	*	2018	7	4	13	25	9.1458	56.8333	10	0		1	3.6	0	20.729	0	24.467	0	7.42	0
26vi	1325	*	2018	7	4	13	25	9.1458	56.8333	10	0		1	3.8	0	20.562	0	24.563	0	7.42	0
26vi	1325	*	2018	7	4	13	25	9.1458	56.8333	10	0		1	4	0	20.355	0	24.631	0	7.42	0
26vi	1325	*	2018	7	4	13	25	9.1458	56.8333	10	0		1	4.2	0	20.355	0	24.61	0	7.35	0
26vi	1325	*	2018	7	4	13	25	9.1458	56.8333	10	0		1	4.4	0	20.147	0	24.65	0	7.35	0
26vi	1325	*	2018	7	4	13	25	9.1458	56.8333	10	0		1	4.6	0	19.97	0	24.732	0	7.28	0
26vi	1325	*	2018	7	4	13	25	9.1458	56.8333	10	0		1	4.8	0	19.98	0	24.704	0	7.21	0
26vi	1325	*	2018	7	4	13	25	9.1458	56.8333	10	0		1	5	0	19.911	0	24.744	0	7.21	0
26vi	1325	*	2018	7	4	13	25	9.1458	56.8333	10	0		1	5.2	0	19.911	0	24.759	0	7.14	0
26vi	1325	*	2018	7	4	13	25	9.1458	56.8333	10	0		1	5.4	0	19.901	0	24.779	0	7.07	0
26vi	1325	*	2018	7	4	13	25	9.1458	56.8333	10	0		1	5.6	0	19.901	0	24.772	0	7.00	0
26vi	1325	*	2018	7	4	13	25	9.1458	56.8333	10	0		1	5.8	0	19.911	0	24.773	0	6.93	0
26vi	1325	*	2018	7	4	13	25	9.1458	56.8333	10	0		1	6	0	19.911	0	24.773	0	6.86	0
26vi	1325	*	2018	7	4	13	25	9.1458	56.8333	10	0		1	6.2	0	19.911	0	24.788	0	6.65	0
26vi	1325	*	2018	7	4	13	25	9.1458	56.8333	10	0		1	6.4	0	19.881	0	24.79	0	6.65	0
26vi	1325	*	2018	7	4	13	25	9.1458	56.8333	10	0		1	6.6	0	19.891	0	24.785	0	6.65	0
26vi	1325	*	2018	7	4	13	25	9.1458	56.8333	10	0		1	6.8	0	19.842	0	24.828	0	6.37	0
26vi	1325	*	2018	7	4	13	25	9.1458	56.8333	10	0		1	7	0	19.851	0	24.815	0	6.37	0
26vi	1325	*	2018	7	4	13	25	9.1458	56.8333	10	0		1	7.2	0	19.881	0	24.855	0	6.37	0
26vi	1325	*	2018	7	4	13	25	9.1458	56.8333	10	0		1	7.4	0	19.92	0	25.057	0	6.30	0
26vi	1325	*	2018	7	4	13	25	9.1458	56.8333	10	0		1	7.6	0	19.832	0	25.008	0	5.95	0
26vi	1325	*	2018	7	4	13	25	9.1458	56.8333	10	0		1	7.8	0	19.013	0	25.299	0	4.06	0
26vi	1325	*	2018	7	4	13	25	9.1458	56.8333	10	0		1	8	0	19.062	0	25.314	0	4.06	0
26vi	1325	*	2018	7	4	13	25	9.1458	56.8333	10	0		1	8.2	0	18.983	0	25.369	0	4.06	0
26vi	1325	*	2018	7	4	13	25	9.1458	56.8333	10	0		1	8.4	0	18.618	0	25.525	0	3.78	0
26vi	1325	*	2018	7	4	13	25	9.1458	56.8333	10	0		1	8.6	0	18.372	0	25.745	0	3.64	0
26vi	1325	*	2018	7	4	13	25	9.1458	56.8333	10	0		1	8.8	0	18.046	0	26.382	0	1.40	0
26vi	1325	*	2018	7	4	13	25	9.1458	56.8333	10	0		1	9	0	18.066	0	26.705	0	1.26	0
26vi	1325	*	2018	7	4	13	25	9.1458	56.8333	10	0		1	9.2	0	17.898	0	27.22	0	1.12	0
26vi	0954	*	2018	7	18	9	54	9.0563	56.9023	6	0		1	0.4	0	20.562	0	26.085	0	6.02	0
26vi	0954	*	2018	7	18	9	54	9.0563	56.9023	6	0		1	0.6	0	20.581	0	26.073	0	6.02	0
26vi	0954	*	2018	7	18	9	54	9.0563	56.9023	6	0		1	0.8	0	20.572	0	26.079	0	6.02	0
26vi	0954	*	2018	7	18	9	54	9.0563	56.9023	6	0		1	1	0	20.572	0	26.079	0	6.02	0
26vi	0954	*	2018	7	18	9	54	9.0563	56.9023	6	0		1	1.4	0	20.572	0	26.079	0	6.09	0
26vi	0954	*	2018	7	18	9	54	9.0563	56.9023	6	0		1	1.6	0	20.591	0	26.067	0	6.09	0
26vi	0954	*	2018	7	18	9	54	9.0563	56.9023	6	0		1	1.8	0	20.591	0	26.06	0	6.09	0
26vi	0954	*	2018	7	18	9	54	9.0563	56.9023	6	0		1	2	0	20.572	0	26.072	0	6.09	0
26vi	0954	*	2018	7	18	9	54	9.0563	56.9023	6	0		1	2.2	0	20.581	0	26.066	0	6.09	0
26vi	0954	*	2018	7	18	9	54	9.0563	56.9023	6	0		1	2.4	0	20.581	0	26.065	0	6.09	0
26vi	0954	*	2018	7	18	9	54	9.0563	56.9023	6	0		1	2.6	0	20.581	0	26.073	0	6.09	0
